Wavelength (nm)	Band 1p	Band 1	Band 2	Band 3	Band 4	Band 4p	Band 5p	Band 5	Band 7	Pan
1143	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00024	0.00000	0.00000	0.00000
1144	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.00000	0.00000
1145	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.00000	0.00000
1146	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000
1147	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00023	0.00000	0.00000	0.00000
1148	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.00000	0.00000
1149	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000
1150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.00000	0.00000
1151	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00022	0.00000	0.00000	0.00000
1152	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.00000	0.00000
1153	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.00000	0.00000
1154	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00039	0.00000	0.00000	0.00000
1155	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00043	0.00000	0.00000	0.00000
1156	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00045	0.00000	0.00000	0.00000
1157	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00041	0.00000	0.00000	0.00000
1158	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00051	0.00000	0.00000	0.00000
1159	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00069	0.00000	0.00000	0.00000
1160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00079	0.00000	0.00000	0.00000
1161	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00076	0.00000	0.00000	0.00000
1162	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00076	0.00000	0.00000	0.00000
1163	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00108	0.00000	0.00000	0.00000
1164	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00141	0.00000	0.00000	0.00000
1165	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00149	0.00000	0.00000	0.00000
1166	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157	0.00000	0.00000	0.00000
1167	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00202	0.00000	0.00000	0.00000
1168	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00247	0.00000	0.00000	0.00000
1169	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00315	0.00000	0.00000	0.00000
1170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00342	0.00000	0.00000	0.00000
1171	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00419	0.00000	0.00000	0.00000
1172	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00527	0.00000	0.00000	0.00000
1173	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00631	0.00000	0.00000	0.00000
1174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00790	0.00000	0.00000	0.00000
1175	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00920	0.00000	0.00000	0.00000
1176	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01061	0.00000	0.00000	0.00000
1177	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01274	0.00000	0.00000	0.00000
1178	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01520	0.00000	0.00000	0.00000
1179	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01714	0.00000	0.00000	0.00000
1180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01923	0.00000	0.00000	0.00000
1181	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02211	0.00000	0.00000	0.00000
1182	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02519	0.00000	0.00000	0.00000
1183	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02822	0.00000	0.00000	0.00000
1184	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03152	0.00000	0.00000	0.00000
1185	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03546	0.00000	0.00000	0.00000
1186	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04035	0.00000	0.00000	0.00000
1187	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04661	0.00000	0.00000	0.00000
1188	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05311	0.00000	0.00000	0.00000
1189	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06108	0.00000	0.00000	0.00000
1190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07231	0.00000	0.00000	0.00000
1191	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08645	0.00000	0.00000	0.00000
1192	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10160	0.00000	0.00000	0.00000
1193	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12343	0.00000	0.00000	0.00000
1194	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15188	0.00000	0.00000	0.00000
1195	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18580	0.00000	0.00000	0.00000
1196	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.23111	0.00000	0.00000	0.00000
1197	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29089	0.00000	0.00000	0.00000
1198	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.35359	0.00000	0.00000	0.00000
1199	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.44511	0.00000	0.00000	0.00000
1200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.53275	0.00000	0.00000	0.00000
1201	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.62402	0.00000	0.00000	0.00000
1202	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.71211	0.00000	0.00000	0.00000
1203	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.79742	0.00000	0.00000	0.00000
1204	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.86092	0.00000	0.00000	0.00000
1205	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.90174	0.00000	0.00000	0.00000
1206	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92834	0.00000	0.00000	0.00000
1207	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93889	0.00000	0.00000	0.00000
1208	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93974	0.00000	0.00000	0.00000
1209	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93554	0.00000	0.00000	0.00000
1210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92967	0.00000	0.00000	0.00000
1211	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92586	0.00000	0.00000	0.00000
1212	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92318	0.00000	0.00000	0.00000
1213	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92169	0.00000	0.00000	0.00000
1214	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92310	0.00000	0.00000	0.00000
1215	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92602	0.00000	0.00000	0.00000
1216	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92970	0.00000	0.00000	0.00000
1217	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93397	0.00000	0.00000	0.00000
1218	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93821	0.00000	0.00000	0.00000
1219	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94150	0.00000	0.00000	0.00000
1220	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94458	0.00000	0.00000	0.00000
1221	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94700	0.00000	0.00000	0.00000
1222	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94756	0.00000	0.00000	0.00000
1223	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94807	0.00000	0.00000	0.00000
1224	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94801	0.00000	0.00000	0.00000
1225	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94719	0.00000	0.00000	0.00000
1226	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94683	0.00000	0.00000	0.00000
1227	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94604	0.00000	0.00000	0.00000
1228	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94550	0.00000	0.00000	0.00000
1229	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94568	0.00000	0.00000	0.00000
1230	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94671	0.00000	0.00000	0.00000
1231	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94786	0.00000	0.00000	0.00000
1232	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.95064	0.00000	0.00000	0.00000
1233	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.95256	0.00000	0.00000	0.00000
1234	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.95567	0.00000	0.00000	0.00000
1235	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.95836	0.00000	0.00000	0.00000
1236	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.96239	0.00000	0.00000	0.00000
1237	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.96617	0.00000	0.00000	0.00000
1238	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97012	0.00000	0.00000	0.00000
1239	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97272	0.00000	0.00000	0.00000
1240	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97553	0.00000	0.00000	0.00000
1241	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97837	0.00000	0.00000	0.00000
1242	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98061	0.00000	0.00000	0.00000
1243	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98106	0.00000	0.00000	0.00000
1244	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98137	0.00000	0.00000	0.00000
1245	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98236	0.00000	0.00000	0.00000
1246	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98331	0.00000	0.00000	0.00000
1247	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98238	0.00000	0.00000	0.00000
1248	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97917	0.00000	0.00000	0.00000
1249	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97860	0.00000	0.00000	0.00000
1250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97868	0.00000	0.00000	0.00000
1251	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97658	0.00000	0.00000	0.00000
1252	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97434	0.00000	0.00000	0.00000
1253	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97124	0.00000	0.00000	0.00000
1254	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97138	0.00000	0.00000	0.00000
1255	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97151	0.00000	0.00000	0.00000
1256	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97064	0.00000	0.00000	0.00000
1257	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.96939	0.00000	0.00000	0.00000
1258	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97053	0.00000	0.00000	0.00000
1259	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97402	0.00000	0.00000	0.00000
1260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97648	0.00000	0.00000	0.00000
1261	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97859	0.00000	0.00000	0.00000
1262	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98136	0.00000	0.00000	0.00000
1263	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98739	0.00000	0.00000	0.00000
1264	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99241	0.00000	0.00000	0.00000
1265	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99513	0.00000	0.00000	0.00000
1266	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99592	0.00000	0.00000	0.00000
1267	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99839	0.00000	0.00000	0.00000
1268	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
1269	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99718	0.00000	0.00000	0.00000
1270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.99096	0.00000	0.00000	0.00000
1271	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98288	0.00000	0.00000	0.00000
1272	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.97345	0.00000	0.00000	0.00000
1273	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.96248	0.00000	0.00000	0.00000
1274	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94962	0.00000	0.00000	0.00000
1275	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93565	0.00000	0.00000	0.00000
1276	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.92160	0.00000	0.00000	0.00000
1277	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.91033	0.00000	0.00000	0.00000
1278	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.89953	0.00000	0.00000	0.00000
1279	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.88971	0.00000	0.00000	0.00000
1280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.88328	0.00000	0.00000	0.00000
1281	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.87933	0.00000	0.00000	0.00000
1282	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.87460	0.00000	0.00000	0.00000
1283	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.86534	0.00000	0.00000	0.00000
1284	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.85013	0.00000	0.00000	0.00000
1285	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.82150	0.00000	0.00000	0.00000
1286	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.77784	0.00000	0.00000	0.00000
1287	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.72296	0.00000	0.00000	0.00000
1288	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64128	0.00000	0.00000	0.00000
1289	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.55132	0.00000	0.00000	0.00000
1290	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.46611	0.00000	0.00000	0.00000
1291	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.37849	0.00000	0.00000	0.00000
1292	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29824	0.00000	0.00000	0.00000
1293	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.23618	0.00000	0.00000	0.00000
1294	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18329	0.00000	0.00000	0.00000
1295	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14018	0.00000	0.00000	0.00000
1296	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11109	0.00000	0.00000	0.00000
1297	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08671	0.00000	0.00000	0.00000
1298	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06765	0.00000	0.00000	0.00000
1299	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05409	0.00000	0.00000	0.00000
1300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04397	0.00000	0.00000	0.00000
1301	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03536	0.00000	0.00000	0.00000
1302	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02907	0.00000	0.00000	0.00000
1303	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02415	0.00000	0.00000	0.00000
1304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02004	0.00000	0.00000	0.00000
1305	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01693	0.00000	0.00000	0.00000
1306	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01460	0.00000	0.00000	0.00000
1307	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01226	0.00000	0.00000	0.00000
1308	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01053	0.00000	0.00000	0.00000
1309	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00930	0.00000	0.00000	0.00000
1310	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00824	0.00000	0.00000	0.00000
1311	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00719	0.00000	0.00000	0.00000
1312	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00629	0.00000	0.00000	0.00000
1313	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00562	0.00000	0.00000	0.00000
1314	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00515	0.00000	0.00000	0.00000
1315	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00485	0.00000	0.00000	0.00000
1316	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00418	0.00000	0.00000	0.00000
1317	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00403	0.00000	0.00000	0.00000
1318	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00360	0.00000	0.00000	0.00000
1319	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00327	0.00000	0.00000	0.00000
1320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00309	0.00000	0.00000	0.00000
1321	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00298	0.00000	0.00000	0.00000
1322	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00267	0.00000	0.00000	0.00000
1323	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00248	0.00000	0.00000	0.00000
1324	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00239	0.00000	0.00000	0.00000
1325	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00217	0.00000	0.00000	0.00000
1326	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00193	0.00000	0.00000	0.00000
1327	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00183	0.00000	0.00000	0.00000
1328	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00183	0.00000	0.00000	0.00000
1329	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00158	0.00000	0.00000	0.00000
1330	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00135	0.00000	0.00000	0.00000
1331	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00126	0.00000	0.00000	0.00000
1332	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000
1333	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00098	0.00000	0.00000	0.00000
1334	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00082	0.00000	0.00000	0.00000
1335	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00074	0.00000	0.00000	0.00000
1336	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00062	0.00000	0.00000	0.00000
1337	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00058	0.00000	0.00000	0.00000
1338	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00048	0.00000	0.00000	0.00000
1339	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00039	0.00000	0.00000	0.00000
1340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00032	0.00000	0.00000	0.00000
1341	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00029	0.00000	0.00000	0.00000
1342	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.00000	0.00000
1343	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000
1344	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.00000	0.00000
1345	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.00000	0.00000
1346	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000
1347	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.00000	0.00000
1348	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00011	0.00000	0.00000	0.00000
1349	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.00000	0.00000
1350	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.00000	0.00000
1351	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1352	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00015	0.00000	0.00000	0.00000
1353	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00008	0.00000	0.00000	0.00000
1354	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1355	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.00000	0.00000
1356	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.00000	0.00000
1357	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00000	0.00000
1358	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000
1359	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.00000	0.00000
1361	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00004	0.00000	0.00000	0.00000
1362	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000
1363	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000
1364	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00031	0.00000	0.00000	0.00000
1365	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.00000	0.00000
1366	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1367	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00000
1368	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1369	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00000
1370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00004	0.00000	0.00000	0.00000
1371	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1372	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1373	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1374	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00016	0.00000	0.00000	0.00000
1375	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00014	0.00000	0.00000	0.00000
1376	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00000
1377	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00000
1378	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00000
1379	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00012	0.00000	0.00000	0.00000
1380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00000
1381	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000
1382	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.00000	0.00000
1383	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00011	0.00000	0.00000	0.00000
1384	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00008	0.00000	0.00000	0.00000
1385	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1386	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.00000	0.00000
1387	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00004	0.00000	0.00000	0.00000
1388	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00008	0.00000	0.00000	0.00000
1389	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000
1390	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.00000	0.00000
1391	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1392	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00003	0.00000	0.00000	0.00000
1393	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00006	0.00000	0.00000	0.00000
1394	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.00000	0.00000
1395	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1396	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00015	0.00000	0.00000	0.00000
1397	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00015	0.00000	0.00000	0.00000
1398	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1399	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00000
1400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00000
1401	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1460	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00004	0.00000	0.00000
1461	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.00000
1462	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000
